Date,Subways_Ridership,Subways_Percentage_Prepandemic,Buses_Ridership,Buses_Percentage_Prepandemic,LIRR_Ridership, LIRR_Percentage_Prepandemic,Metronorth_Ridership,Metronorth_Percentage_Prepandemic,Access-A-Ride_Total Scheduled,Acces-A-Ride_Percentage_Prepandemic,Bridges_and_Tunnel_Total_Traffic,Bridges_and_Tunnels_Percentage_Prepandemic,Staten_Island_Railway_Ridership,Staten_Island_Rallway_Percentage_Prepandemic,Day_of_Week,Total_Ridership,Subway_Ridership_Ratio
2024-07-17,3651756,69,1210515,57,248424,78,214137,76,36547,129,956017,99,6845,50,Wednesday,6535347,0.5587700239941352
2024-07-18,3637826,69,1218605,59,241785,76,211370,75,36119,127,1005727,105,7085,51,Thursday,6528191,0.5572487079498746
2024-07-19,3372874,64,1207102,57,243438,77,206922,73,34718,122,1018050,106,6480,47,Friday,6237438,0.5407466976024451
2024-07-20,2269647,80,803868,60,131910,103,125050,81,19961,126,980583,106,2688,53,Saturday,4134343,0.5489740449691765
2024-07-21,1877704,80,659004,60,126169,120,111438,105,21664,131,962715,109,2080,57,Sunday,3433319,0.5469063608712152
2024-07-22,3235343,61,1168226,56,231813,73,215087,76,32431,113,937858,98,6510,47,Monday,6018695,0.5375489204885777
2024-07-23,3606656,68,1211237,57,247915,78,229841,81,35110,124,928295,97,7177,52,Tuesday,6506886,0.5542829550110452
2024-07-24,3656472,69,1220410,59,249158,79,224862,79,36652,129,947798,99,7260,53,Wednesday,6571312,0.5564295227497948
2024-07-25,3638351,69,1220056,59,255367,81,214281,76,35373,125,990676,103,6850,50,Thursday,6548111,0.5556336781706969
2024-07-26,3288849,62,1154709,56,247475,78,201321,71,34431,121,1012046,105,5946,43,Friday,6047063,0.5438754317591863
2024-07-27,2306948,82,809660,60,138344,108,125101,81,22582,142,982745,106,2991,59,Saturday,4189713,0.5506219638433468
2024-07-28,1851383,79,645704,59,121226,115,99516,94,22027,133,943306,107,2214,62,Sunday,3363533,0.5504280766681938
2024-07-29,3202281,61,1147023,55,233537,74,200999,71,32067,112,928486,97,6240,45,Monday,5930863,0.5399350819602476
2024-07-30,3590241,68,1228387,59,251398,79,220120,78,34911,123,937334,98,7217,52,Tuesday,6518533,0.5507743843591802
2024-07-31,3576343,68,1213507,59,248316,78,213562,75,35765,126,958860,100,7018,51,Wednesday,6465235,0.5531651981714508
2024-08-01,3544663,69,1208275,60,229131,73,194439,71,35878,128,1008364,104,6902,52,Thursday,6384783,0.5551736057435311
2024-08-02,3153955,61,1111340,55,215453,69,181008,66,34487,123,987721,102,5784,43,Friday,5773096,0.5463195138275893
2024-08-03,2200373,75,741482,54,123922,93,109769,72,22133,133,938339,98,2852,61,Saturday,3917028,0.5617455376882677
2024-08-04,1752861,74,588249,53,108959,105,92383,89,22186,123,885224,96,2099,57,Sunday,3130701,0.5598940940064222
2024-08-05,3222601,63,1154644,56,234345,75,192078,70,33112,119,955722,98,6375,48,Monday,5958312,0.5408580483868586
2024-08-06,3462581,67,1130325,56,234650,75,207212,76,35331,126,898384,92,6974,52,Tuesday,6165093,0.561642946829837
2024-08-07,3511253,68,1117450,55,239223,76,202867,74,36667,131,920296,95,6593,49,Wednesday,6188243,0.5674070976204393
2024-08-08,3490217,68,1108956,55,230083,74,196259,72,35509,127,940729,97,6466,48,Thursday,6134471,0.5689515852304136
2024-08-09,3041276,59,1039488,52,215973,69,170622,63,32193,114,907512,93,5202,39,Friday,5506847,0.5522717446117533
2024-08-10,2356405,80,777613,56,133623,100,119101,79,22199,133,949079,99,3156,67,Saturday,4164355,0.5658511342092593
2024-08-11,1918748,81,614435,56,121004,115,103975,100,22996,128,925152,101,2552,71,Sunday,3372597,0.5689229991012861
2024-08-12,3169180,62,1106072,55,231099,74,191415,70,33127,119,925367,95,6337,47,Monday,5803838,0.5460490110165033
2024-08-13,3491612,68,1158412,56,242459,78,205674,75,35503,127,907386,93,7002,52,Tuesday,6256569,0.5580713646728742
2024-08-14,3544668,69,1182980,59,242186,77,202330,74,37606,135,961969,99,7028,53,Wednesday,6355144,0.5577636006359573
2024-08-15,3495671,68,1182864,59,241573,77,196106,72,36343,130,961969,99,6528,49,Thursday,6299078,0.5549496291362006
2024-08-16,3198733,62,1123673,56,235035,75,185953,68,34676,124,1004704,103,5596,42,Friday,5867067,0.54520137574703
2024-08-17,2256233,77,767022,56,135948,102,112928,74,22797,137,954849,100,2880,61,Saturday,4039153,0.5585906253117918
2024-08-18,1713050,72,578595,52,106004,102,82177,79,20897,115,853807,93,1953,54,Sunday,3058421,0.5601092851507363
2024-08-19,3076559,60,1090594,54,224656,72,183503,67,31668,112,931369,96,5870,44,Monday,5665906,0.5429950655729199
2024-08-20,3475888,68,1164259,57,250304,80,211051,77,34985,125,952393,98,6877,51,Tuesday,6265761,0.5547431509117567
2024-08-21,3498651,68,1159036,56,247076,79,204853,75,36401,130,958433,99,6910,52,Wednesday,6268652,0.5581185556320561
2024-08-22,3427911,67,1140225,56,245912,79,199777,73,34997,125,985469,101,6458,48,Thursday,6154050,0.557017086309016
2024-08-23,3209666,62,1095768,54,235738,75,196218,72,33653,120,999865,103,5827,44,Friday,5833158,0.5502449959353064
2024-08-24,2332624,79,776019,56,146684,110,119252,79,22523,135,975307,102,3025,64,Saturday,4150598,0.5619970905397247
2024-08-25,1905818,80,629302,56,130885,126,101267,97,22347,124,946696,103,2309,64,Sunday,3396574,0.5611000967445432
2024-08-26,3113498,61,1104199,55,244138,78,186630,68,31233,112,935864,96,5896,44,Monday,5752664,0.5412271601470205
2024-08-27,3477101,68,1177841,57,261771,84,201834,74,34997,125,949649,98,6713,50,Tuesday,6296388,0.552237409765726
2024-08-28,3516674,68,1203770,60,257194,82,195873,72,36079,129,972274,100,6656,50,Wednesday,6377281,0.5514378306365989
2024-08-29,3438760,67,1203629,60,261935,84,192714,71,35044,125,992852,102,6446,48,Thursday,6300667,0.5457771375633722
2024-08-30,3152242,61,1132406,56,255954,82,195334,72,33968,122,1004458,103,5287,40,Friday,5868342,0.5371605813021804
2024-08-31,2158004,73,771634,56,149890,112,119313,79,21518,129,923923,96,2471,52,Saturday,3970475,0.5435128038836663
2024-09-01,1969350,77,658803,60,120499,121,95622,91,22880,133,896413,101,2149,73,Sunday,3503077,0.5621771945064297
2024-09-02,2007446,79,629636,56,134118,135,95598,91,14939,87,854109,97,2571,88,Monday,3496434,0.5741409676258725
2024-09-03,3629404,63,1323572,56,263763,81,220831,77,35977,121,959389,101,7337,43,Tuesday,6761142,0.5368033980058399
2024-09-04,3868854,67,1372412,59,271660,83,225508,78,38623,130,935127,98,7588,44,Wednesday,7110846,0.5440778776533762
2024-09-05,4033322,70,1434726,62,262639,80,220098,76,37475,126,966058,101,7475,44,Thursday,7385511,0.5461127875918133
2024-09-06,3794952,66,1397369,60,258126,79,202757,70,36478,123,999365,105,6606,39,Friday,7050573,0.5382473169201992
2024-09-07,2479639,77,841695,60,137291,115,105974,69,21477,125,912521,96,2874,69,Saturday,4406294,0.5627493308435615
2024-09-08,2101048,83,724969,66,120584,122,98767,94,23760,138,914241,103,2280,78,Sunday,3770337,0.557257348613665
2024-09-09,3811344,66,1458059,63,247296,76,214384,74,35327,119,930561,98,7724,45,Monday,7189142,0.5301528332588228
2024-09-10,4182405,72,1510358,65,263027,80,233290,81,38230,129,951227,100,8495,50,Tuesday,7699438,0.5432091277311409
2024-09-11,4214707,73,1489570,64,263710,81,228252,79,39031,131,921770,97,9107,53,Wednesday,7685809,0.5483751938149907
2024-09-12,4232214,73,1515496,65,263539,80,228985,79,38778,131,984868,103,8174,48,Thursday,7755730,0.5456886714725757
2024-09-13,3911412,68,1442741,62,254945,78,219747,76,37297,126,1016290,107,6989,41,Friday,7271586,0.537903560516234
2024-09-14,2706474,84,913017,65,145099,123,136864,90,24473,143,1002908,105,3402,82,Saturday,4814471,0.5621539728871563
2024-09-15,2161737,85,705080,64,128174,129,118303,112,24154,141,946517,107,2605,89,Sunday,3818374,0.5661407185362146
2024-09-16,3821428,66,1473843,63,254618,78,215601,75,35319,119,934600,98,7734,45,Monday,7239333,0.5278701780951367
2024-09-17,4189311,73,1536675,66,268678,82,232809,81,38667,130,945571,99,8503,50,Tuesday,7764148,0.5395712446491231
2024-09-18,4232888,73,1539412,66,281624,86,229697,80,39300,132,963160,101,8603,50,Wednesday,7823033,0.5410801667332862
2024-09-19,4255184,74,1547727,67,272725,83,226944,79,38515,130,997635,105,8367,49,Thursday,7850307,0.5420404577808231
2024-09-20,3933048,68,1471585,63,270065,82,215673,75,36687,124,1019966,107,7029,41,Friday,7361956,0.5342395417739525
2024-09-21,2744632,85,950423,68,160150,135,133469,87,23611,138,980137,103,3736,90,Saturday,4939097,0.5556950997317931
2024-09-22,2131910,84,737715,67,131192,132,102752,98,23164,135,936446,106,2560,88,Sunday,3841284,0.5549993179363983
2024-09-23,3898806,68,1457916,63,250701,77,218237,76,34543,115,922758,97,7994,47,Monday,7283576,0.5352873368795767
2024-09-24,4323708,75,1500066,65,270524,83,240779,83,37488,126,927777,97,8938,52,Tuesday,7835143,0.551835237723166
2024-09-25,4335945,75,1487149,64,267471,82,236202,82,37829,127,935215,98,8904,52,Wednesday,7813916,0.5549003854149444
2024-09-26,4295723,74,1467648,63,264141,81,228971,79,37117,125,963068,101,8216,48,Thursday,7724131,0.5561432088606473
2024-09-27,3945383,68,1438524,62,258258,79,221034,77,35968,121,1010505,106,6992,41,Friday,7301723,0.5403358905836335
2024-09-28,2557982,79,863284,62,134408,113,132177,87,22142,129,922085,97,2928,71,Saturday,4551135,0.5620536415641373
2024-09-29,1959363,77,664367,60,117572,118,102805,98,22340,130,869345,98,2782,95,Sunday,3508474,0.55846587433739
2024-09-30,3849138,67,1486507,64,256547,78,217897,76,34701,117,924795,97,7845,46,Monday,7296596,0.5275251637887036
2024-10-01,4179363,73,1546620,69,247737,79,218836,75,38299,129,922245,99,9716,54,Tuesday,7739176,0.5400268710777478
2024-10-02,4068073,71,1504660,67,258854,82,227124,78,38330,129,941325,101,9543,53,Wednesday,7563371,0.5378650604340314
2024-10-03,3627528,63,1333760,59,246586,78,217197,75,35952,121,926733,100,7273,41,Thursday,6758831,0.5367093806606498
2024-10-04,3506654,61,1313232,57,251723,80,215328,74,35371,119,947077,102,6361,36,Friday,6600169,0.5312976076824699
2024-10-05,2710146,81,953356,68,142657,126,148928,98,23775,134,966857,102,4086,90,Saturday,4908443,0.5521396499867677
2024-10-06,2065294,84,737760,74,111257,122,105906,101,23677,129,912831,108,2534,67,Sunday,3757977,0.5495760085812127
2024-10-07,3847055,67,1478576,66,250063,80,220335,76,35754,120,917137,99,8833,49,Monday,7274605,0.5288335242944462
2024-10-08,4256950,74,1554839,69,275934,88,235974,81,39100,131,945208,102,10259,56,Tuesday,7878536,0.5403224660012977
2024-10-09,4313211,75,1555422,69,275026,88,234694,81,39877,134,957877,103,9926,56,Wednesday,7933775,0.5436517924947456
2024-10-10,4329161,75,1534201,68,272428,87,233710,80,38911,131,990350,107,9495,53,Thursday,7903701,0.5477384582235588
2024-10-11,3868564,67,1435476,64,257460,82,224122,77,37027,124,1021735,110,7977,45,Friday,7221098,0.535730715744337
2024-10-12,2587128,78,940999,68,149093,131,144234,95,23525,133,957916,101,3409,75,Saturday,4762453,0.5432343374307316
2024-10-13,2153429,88,744866,74,127619,140,120235,113,23354,127,911708,108,3574,95,Sunday,3891015,0.5534363141750931
2024-10-14,3066851,53,1076828,48,240501,77,225263,77,26827,90,911104,98,5124,28,Monday,5686271,0.5393430949738414
2024-10-15,4284818,75,1487706,66,270652,86,249266,86,38788,130,955621,103,9369,52,Tuesday,7780148,0.5507373381586057
2024-10-16,4357117,76,1495298,66,279608,89,236091,81,39579,133,950912,102,9783,55,Wednesday,7863412,0.554100052241953
2024-10-17,4309633,75,1496057,66,277906,88,237000,81,37093,125,942095,102,9362,52,Thursday,7816653,0.5513399405090644
2024-10-18,4030998,70,1443165,64,272133,87,229999,79,36732,123,993477,107,8258,46,Friday,7419460,0.5433007253897184
2024-10-19,2752350,83,930951,67,156212,138,147214,97,24053,136,981152,104,3588,79,Saturday,4917678,0.5596848756669306
2024-10-20,2176476,89,733271,73,127452,140,122789,117,24069,131,939223,111,2606,69,Sunday,3893259,0.559037043258617
2024-10-21,3842315,67,1471964,65,247857,79,219983,76,35133,118,937487,101,8975,50,Monday,7254083,0.5296761837436931
2024-10-22,4218881,73,1528809,68,268294,85,237771,82,38656,130,932275,100,9628,54,Tuesday,7782564,0.542093968003347
2024-10-23,4276606,74,1537563,68,257031,82,233881,80,39211,132,930104,100,9629,54,Wednesday,7842644,0.5453015590150465
2024-10-24,4304831,75,1484054,66,260193,83,232459,80,36754,123,931734,100,9653,54,Thursday,7765591,0.5543468616876681
2024-10-25,4019790,70,1376080,61,262815,84,223941,77,36635,123,983885,106,8083,45,Friday,7258706,0.5537887882495861
2024-10-26,2828539,85,960099,69,143111,126,148103,97,24066,136,988039,104,3423,75,Saturday,5039951,0.5612235118952545
2024-10-27,2208683,90,740417,74,120849,133,115917,110,23888,130,918610,109,2556,68,Sunday,3926283,0.5625379016234948
2024-10-28,3983168,69,1473020,65,253923,81,229873,79,35666,120,926409,100,8936,50,Monday,7413004,0.5373217119537504
2024-10-29,4378791,76,1514830,67,272526,87,249585,86,38621,130,939734,101,9803,55,Tuesday,7930562,0.5521413236539857
2024-10-30,4417951,77,1533630,68,267007,85,246035,85,40468,136,970092,105,9878,55,Wednesday,7998253,0.5523644975971628
2024-10-31,4340272,76,1423507,63,257756,82,221856,76,37639,126,952775,103,8741,49,Thursday,7666898,0.5661053531689088
2024-11-01,3780874,67,1290003,59,213535,65,185052,65,37306,119,947020,100,6363,37,Friday,6759467,0.5593449897750814
2024-11-02,2817106,89,924453,70,138761,120,134522,89,24481,144,941777,104,3273,94,Saturday,4939295,0.5703457679689106
2024-11-03,2602870,103,647668,65,132720,140,123028,118,21758,115,796346,97,4095,134,Sunday,4153954,0.6266005834441113
2024-11-04,3949699,70,1450761,66,243884,74,216014,75,36716,118,908080,96,7765,46,Monday,7311119,0.5402318030933432
2024-11-05,3640246,65,1321929,60,244078,74,213516,75,36106,115,858375,91,6691,39,Tuesday,6741698,0.5399598142782427
2024-11-06,4113411,73,1490566,68,256311,78,221461,77,40044,128,928979,98,8324,49,Wednesday,7572315,0.5432171007149069
2024-11-07,4232190,75,1499670,68,259228,79,226007,79,39248,126,958652,102,8177,48,Thursday,7716765,0.5484409593916622
2024-11-08,3971878,70,1428851,65,245087,75,213611,75,38062,122,990743,105,7038,41,Friday,7288278,0.5449679608818434
2024-11-09,2770474,88,920210,70,133329,115,134651,89,24198,143,924905,102,3270,94,Saturday,4878874,0.5678511066282917
2024-11-10,2117144,84,713083,72,105256,111,103048,99,23972,127,870080,106,2321,76,Sunday,3751614,0.5643288461979298
2024-11-11,3277617,130,1173328,118,236005,250,206579,198,28032,149,864822,105,5534,180,Monday,6066857,0.5402495888727886
2024-11-12,4263199,76,1487306,68,264372,81,234752,82,39828,128,921273,98,8595,50,Tuesday,7736935,0.5510191051107448
2024-11-13,4331024,77,1496105,68,257349,78,229455,80,41143,132,932923,99,8342,49,Wednesday,7810038,0.5545458293544795
2024-11-14,4296568,76,1476496,67,251765,77,217969,76,40039,128,959032,102,8022,47,Thursday,7719294,0.5566011606760929
2024-11-15,3986526,71,1386340,63,247886,75,214139,75,39068,125,985910,104,6829,40,Friday,7221231,0.5520562906795254
2024-11-16,2789132,88,919983,70,137240,119,132742,88,24556,145,916594,101,3013,87,Saturday,4899080,0.569317504511051
2024-11-17,2101806,83,719084,72,118405,125,101707,98,24320,129,841590,102,2403,78,Sunday,3760086,0.558978172307761
2024-11-18,3900958,69,1442803,66,246602,75,214015,75,36682,117,861708,91,7739,45,Monday,7247181,0.5382724675980909
2024-11-19,4277932,76,1504152,69,260621,79,235198,82,39803,127,923969,98,8396,49,Tuesday,7782055,0.5497175231992064
2024-11-20,4298945,76,1508975,69,261795,80,232558,81,41321,132,952410,101,8694,51,Wednesday,7811248,0.5503531573955915
2024-11-21,4217744,75,1352576,62,247779,75,217248,76,38930,125,925692,98,7755,46,Thursday,7387923,0.5708971249429643
2024-11-22,3854860,68,1304306,60,240803,73,205229,72,37694,121,961674,102,6493,38,Friday,6909504,0.5579069061976084
2024-11-23,2720244,86,903100,68,144950,126,134514,89,23654,140,923692,102,3057,88,Saturday,4805908,0.5660208227040551
2024-11-24,2075015,82,712523,72,115037,122,104157,100,24470,130,845856,103,2333,76,Sunday,3719255,0.5579114634516859
2024-11-25,3914213,69,1440435,66,259180,79,221649,77,37257,119,924623,98,8190,48,Monday,7275912,0.5379687110014525
2024-11-26,4030009,71,1412275,65,263231,80,233673,82,39718,127,979030,104,8100,48,Tuesday,7351463,0.5481914280191575
2024-11-27,3710430,66,1370366,63,284694,87,243529,85,35540,113,1005916,107,7495,44,Wednesday,6979385,0.5316270702934428
2024-11-28,1513447,60,462819,46,115895,123,103402,99,26674,142,868551,105,2095,68,Thursday,2658382,0.5693113329837473
2024-11-29,2677499,106,910730,91,243219,257,219251,211,19887,106,829240,101,4139,135,Friday,4961429,0.5396628672908551
2024-11-30,2319981,73,787685,60,148820,129,135368,90,19542,114,891736,98,2916,84,Saturday,4179539,0.5550805962092948
2024-12-01,1893492,75,629660,64,116806,110,103768,97,22046,124,893570,112,2006,59,Sunday,3373386,0.5613030942797533
2024-12-02,3813795,71,1371135,68,240375,76,209021,75,36224,124,933106,105,7622,49,Monday,7005461,0.5444031449179433
2024-12-03,4240442,79,1455281,73,266544,84,234201,84,40193,138,940934,106,8289,53,Tuesday,7651749,0.5541794431573749
2024-12-04,4374883,82,1446527,72,254632,81,224379,80,41858,144,944014,107,8265,53,Wednesday,7746948,0.5647234239858071
2024-12-05,4354863,82,1401376,70,254255,80,215246,77,39358,135,949925,107,7971,51,Thursday,7627116,0.5709711246033232
2024-12-06,4121085,77,1340421,67,242555,77,206009,74,38598,132,985102,111,6812,44,Friday,7250491,0.5683870237201867
2024-12-07,3017208,91,883693,70,149946,117,139193,89,24071,140,917052,104,2926,59,Saturday,5073733,0.5946722068346916
2024-12-08,2348950,92,708798,72,122147,114,107390,100,24671,138,849700,107,2395,71,Sunday,3996083,0.587813115993837
2024-12-09,3941361,74,1369917,68,243001,77,211638,76,36847,126,897819,101,7292,47,Monday,7135834,0.5523336165050925
2024-12-10,4374063,82,1444209,72,265077,84,234161,84,40973,141,933091,105,8214,53,Tuesday,7761719,0.5635430759603639
2024-12-11,4255328,80,1353141,68,253052,80,222538,80,39455,135,902382,102,7923,51,Wednesday,7437200,0.5721680202226644
2024-12-12,4527892,85,1431599,71,269149,85,236210,85,41074,141,991418,112,8108,52,Thursday,7896449,0.5734086296257976
2024-12-13,4178812,78,1347451,67,248254,79,222096,80,39020,134,1011486,113,6931,44,Friday,7344064,0.5690053899312424
2024-12-14,3123454,94,882335,70,161398,126,159083,101,25602,149,948115,107,3452,69,Saturday,5208605,0.5996718891142638
2024-12-15,2337436,92,694080,71,120386,112,108880,101,24831,139,866862,109,2376,70,Sunday,3954862,0.5910284606643671
2024-12-16,3866550,72,1277624,64,239706,76,206160,74,37015,127,892474,101,7096,45,Monday,6867664,0.5630080330080214
2024-12-17,4341385,81,1457557,73,266960,85,237348,85,40830,140,944837,107,8439,54,Tuesday,7760807,0.5593986553202521
2024-12-18,4292792,80,1430923,71,266741,84,229302,82,41792,143,964203,109,8068,52,Wednesday,7650681,0.5610993322032378
2024-12-19,4255466,80,1431183,71,267033,85,227613,82,40565,139,994900,112,7861,50,Thursday,7612478,0.5590119275221551
2024-12-20,3842344,72,1296068,65,247250,78,213269,76,38582,132,985717,111,6493,42,Friday,6894999,0.557265345506214
2024-12-21,2645323,80,788267,62,147327,114,138248,88,23289,135,898683,102,2973,60,Saturday,4507432,0.5868802901519091
2024-12-22,2061173,81,607735,62,121379,113,110023,102,23526,132,829779,104,2330,69,Sunday,3508045,0.5875560319209132
2024-12-23,3216875,60,1087369,54,253495,80,210375,75,33496,114,938009,106,5776,37,Monday,5855483,0.5493782494117052
2024-12-24,2546394,48,906044,45,211807,67,173267,62,29443,101,890220,100,4272,27,Tuesday,4743556,0.5368112023975262
2024-12-25,1378374,54,417229,43,87185,82,66693,62,18972,106,746323,94,1848,54,Wednesday,2366710,0.5824008856175873
2024-12-26,2852679,53,982867,49,240534,76,203127,73,25211,86,869094,98,5222,33,Thursday,5262074,0.5421206543275522
2024-12-27,3161486,59,1058666,53,254609,81,225114,81,30638,105,906118,102,5656,36,Friday,5758541,0.5490081602266963
2024-12-28,2268511,68,726217,56,139519,109,119418,76,19881,114,812850,92,2757,55,Saturday,3979882,0.5699945375264894
