Date,Subways_Ridership,Subways_Percentage_Prepandemic,Buses_Ridership,Buses_Percentage_Prepandemic,LIRR_Ridership, LIRR_Percentage_Prepandemic,Metronorth_Ridership,Metronorth_Percentage_Prepandemic,Access-A-Ride_Total Scheduled,Acces-A-Ride_Percentage_Prepandemic,Bridges_and_Tunnel_Total_Traffic,Bridges_and_Tunnels_Percentage_Prepandemic,Staten_Island_Railway_Ridership,Staten_Island_Rallway_Percentage_Prepandemic,Day_of_Week,Total_Ridership,Subway_Ridership_Ratio
2022-08-22,2622885,51,1144254,56,160918,51,141482,52,21887,78,884589,91,5185,39,Monday,5213793,0.5030665774417972
2022-08-23,2992615,57,1261782,63,173898,56,155953,56,24448,88,921483,95,5903,44,Tuesday,5846030,0.5119055153668387
2022-08-24,3020710,59,1288092,64,177790,56,151169,55,25654,92,946975,97,6036,45,Wednesday,5925853,0.5097510856242975
2022-08-25,3090901,60,1310134,65,177178,56,142659,52,24964,89,981024,101,6122,46,Thursday,6031006,0.5125017285673402
2022-08-26,2863653,56,1217448,60,171765,55,133306,49,23417,84,967932,100,4969,37,Friday,5603620,0.5110362587041948
2022-08-27,2066542,70,874084,64,103192,77,90006,59,15575,94,977708,102,2214,47,Saturday,4007908,0.5156161269170849
2022-08-28,1651689,69,681823,62,86867,83,76296,73,14506,81,940460,102,1816,51,Sunday,3178498,0.5196444987538139
2022-08-29,2836374,55,1263000,63,180588,57,140540,52,22503,81,927114,95,5705,43,Monday,5683502,0.4990539283702196
2022-08-30,3091873,60,1326293,66,195986,63,152025,56,24300,87,934163,96,6228,47,Tuesday,6092470,0.5074908862907819
2022-08-31,3144027,61,1342568,67,197154,63,149499,55,25541,91,972327,100,6261,47,Wednesday,6175816,0.5090868963712649
2022-09-01,3114667,54,1338287,57,186311,56,140082,49,25382,85,997846,105,6189,36,Thursday,6117634,0.5091293464107203
2022-09-02,2925306,51,1250956,54,185153,56,138009,48,24696,83,1006354,106,5307,31,Friday,5750380,0.5087152501226005
2022-09-03,2116811,66,867750,62,116405,98,94997,62,15863,93,924383,97,2455,59,Saturday,4063713,0.5209056348221441
2022-09-04,1802349,71,701646,64,97728,98,77386,74,15428,90,901892,102,1894,65,Sunday,3380755,0.5331202645562899
2022-09-05,1691887,66,682671,62,93198,94,74585,71,9722,56,801463,91,1977,68,Monday,3225012,0.5246141719782748
2022-09-06,3063503,53,1231759,53,190260,57,164255,56,24963,84,892569,94,6016,35,Tuesday,5881536,0.5208678481267478
2022-09-07,3444556,60,1412342,61,203983,62,179628,62,26773,90,939358,99,6698,39,Wednesday,6652851,0.5177563724183812
2022-09-08,3644407,63,1517502,65,199489,61,178788,62,27121,91,966189,101,7185,42,Thursday,7057688,0.5163740590402977
2022-09-09,3481756,60,1492297,64,189930,57,161197,56,25627,86,1009058,106,6432,38,Friday,6817477,0.5107103404969316
2022-09-10,2356865,73,914744,65,103789,88,98043,64,15345,90,982329,103,1948,47,Saturday,4388185,0.5370933540860288
2022-09-11,1737251,68,659929,60,82638,83,72789,69,14467,84,862493,97,1275,44,Sunday,3212536,0.5407724613825339
2022-09-12,3382150,59,1519324,65,187548,56,163430,56,24947,84,925590,97,6863,40,Monday,6771776,0.4994480030054154
2022-09-13,3618354,63,1557686,67,200171,61,180183,62,26317,89,921108,97,7552,44,Tuesday,7114080,0.5086186829498685
2022-09-14,3741978,65,1590666,68,202713,62,181619,63,28124,95,954907,100,7740,45,Wednesday,7307642,0.5120636725225456
2022-09-15,3747731,65,1573907,68,197284,60,175672,61,27391,92,981703,103,7725,45,Thursday,7268501,0.5156126414511053
2022-09-16,3502358,61,1501956,65,184424,56,155750,54,26025,88,1015255,107,6797,40,Friday,6846444,0.5115587011301049
2022-09-17,2350888,73,916215,65,99403,84,101734,67,15828,92,971118,102,2693,65,Saturday,4384455,0.5361870517544369
2022-09-18,1844317,72,712161,65,86329,87,79158,75,15588,91,935291,106,1944,66,Sunday,3434126,0.5370557166510489
2022-09-19,3369999,57,1490926,64,187831,56,164392,56,24491,82,909943,96,7155,42,Monday,6704074,0.5026792663684798
2022-09-20,3767024,65,1554448,67,203873,62,188771,65,26148,88,930442,98,7962,47,Tuesday,7268564,0.5182624793563075
2022-09-21,3878782,67,1543632,66,204572,62,188361,65,27479,93,946181,99,8112,47,Wednesday,7358979,0.5270815421541494
2022-09-22,3732919,65,1433737,62,190703,57,174952,61,26136,88,938754,99,7883,46,Thursday,6966048,0.5358732813784803
2022-09-23,3626482,63,1413234,61,190670,57,168866,59,25738,87,981726,103,6902,40,Friday,6812486,0.5323287269874757
2022-09-24,2377091,74,860948,61,98192,83,115822,76,15593,91,944900,99,1975,48,Saturday,4313001,0.551145478519481
2022-09-25,1759832,69,660871,60,81212,82,87366,83,14770,86,861534,97,1582,54,Sunday,3250152,0.5414614454954723
2022-09-26,2812853,49,1206954,52,177235,54,153930,53,21532,73,868980,91,5848,34,Monday,5557926,0.5060975982767673
2022-09-27,3204114,56,1290217,56,192275,59,176941,61,24344,82,886658,93,6744,39,Tuesday,6153764,0.5206754760176049
2022-09-28,3712354,64,1541900,66,201525,62,179234,62,27423,92,930967,98,7903,46,Wednesday,7176913,0.5172633414951526
2022-09-29,3707751,64,1503472,65,194288,59,173138,60,26857,90,960265,101,7738,45,Thursday,7082121,0.5235368048639666
2022-09-30,3503239,61,1477082,64,181549,55,164028,56,26614,90,997765,105,6623,39,Friday,6802980,0.5149565337543253
2022-10-01,2032983,61,758826,55,72081,64,80394,53,13718,78,820869,87,1855,41,Saturday,3703110,0.5489934136442072
2022-10-02,1621851,66,591909,59,61918,68,68450,65,13897,76,793492,94,1302,34,Sunday,2936037,0.5523946053813354
2022-10-03,3370048,59,1426633,63,173268,55,153913,53,25390,85,880633,95,6824,38,Monday,6550495,0.5144722650730975
2022-10-04,3397689,59,1354099,60,181887,57,166868,56,25282,85,833631,90,6825,38,Tuesday,6454642,0.5263946474490762
2022-10-05,3077346,54,1206674,54,176091,56,158117,54,24305,82,816200,88,6012,34,Wednesday,5824902,0.5283086307718139
2022-10-06,3848909,67,1554806,69,203783,65,182247,63,28527,96,981805,106,7907,44,Thursday,7344551,0.5240495981306413
2022-10-07,3591080,62,1480214,66,204261,65,166955,56,26725,90,1018633,110,6865,38,Friday,6922724,0.5187379996660274
2022-10-08,2397249,72,888506,64,114687,101,110122,72,15448,87,965140,102,1975,43,Saturday,4399070,0.5449444996328769
2022-10-09,1917721,78,691656,69,97984,108,88783,84,14776,80,911141,108,2200,57,Sunday,3487800,0.5498368599116922
2022-10-10,2556722,44,1034288,46,163310,52,152488,52,17806,60,845129,91,4220,24,Monday,4941096,0.5174402602175712
2022-10-11,3649405,63,1521587,68,203885,65,192887,66,26435,89,899509,97,7841,44,Tuesday,7089351,0.5147727909085049
2022-10-12,3776129,66,1554226,69,203866,65,185488,64,28193,95,945786,102,7820,44,Wednesday,7273935,0.5191315292204288
2022-10-13,3682799,64,1463795,65,195360,62,173174,60,26422,89,935038,101,7593,43,Thursday,6978923,0.5277030567610503
2022-10-14,3578772,62,1468602,65,186594,59,170188,59,26877,90,1000719,108,6877,39,Friday,6872758,0.5207184655708814
2022-10-15,2363501,71,914771,66,100804,89,108230,71,15945,90,964859,102,1897,42,Saturday,4402077,0.5369058742043813
2022-10-16,1773903,72,705073,70,80395,88,85438,81,15338,84,898969,106,1385,37,Sunday,3349882,0.529541936104018
2022-10-17,3314497,57,1430672,63,182855,57,170716,59,24045,81,860596,93,6952,39,Monday,6529412,0.5076256483738505
2022-10-18,3693627,64,1510826,67,199026,63,191540,66,26135,88,894481,96,7917,44,Tuesday,7105845,0.5198012340545002
2022-10-19,3814404,66,1545140,69,202921,65,185202,64,28002,94,916246,99,7934,44,Wednesday,7292807,0.5230364659314308
2022-10-20,3810901,66,1532692,68,201886,64,180234,62,27649,93,970479,105,7784,44,Thursday,7258405,0.5250328412371589
2022-10-21,3570334,62,1452280,64,185797,59,166539,56,26385,89,997993,108,6848,38,Friday,6827230,0.5229549905305666
2022-10-22,2430406,73,916539,66,97921,86,122863,81,15832,90,970862,103,90,2,Saturday,4484268,0.5419850017884748
2022-10-23,1740520,71,668183,67,76024,83,83665,80,14434,79,872119,103,19,1,Sunday,3236575,0.5377660026416814
2022-10-24,3357840,57,1432728,64,182390,57,161772,56,24643,83,887372,96,6929,39,Monday,6567458,0.5112845792085766
2022-10-25,3712582,65,1512725,67,200671,64,183507,63,27080,91,903935,97,7864,44,Tuesday,7122210,0.5212682580266519
2022-10-26,3794534,66,1539557,68,201843,64,181254,62,27891,94,932571,100,7978,45,Wednesday,7256745,0.5228975249922658
2022-10-27,3892985,68,1543031,68,196789,63,179032,62,28035,94,971657,105,7848,44,Thursday,7354868,0.5293072560921556
2022-10-28,3624748,63,1455834,65,179633,56,159109,55,26237,88,992291,107,6647,37,Friday,6875158,0.5272239561621711
2022-10-29,2440601,73,912721,66,86888,77,102975,68,15778,89,949043,100,42,1,Saturday,4455906,0.547722730237128
2022-10-30,1875953,76,711004,71,69358,76,80576,77,15324,83,903170,107,5,0,Sunday,3447895,0.5440864643499874
2022-10-31,3410892,59,1394453,62,177547,56,157055,54,24178,81,862337,93,6759,38,Monday,6534400,0.521990083251714
2022-11-01,3706707,66,1501329,69,196102,60,178425,62,26993,86,911552,97,7756,46,Tuesday,7083892,0.5232585420556948
2022-11-02,3788123,67,1549724,71,198277,60,181158,63,28493,91,918835,97,7788,46,Wednesday,7267006,0.5212769880745936
2022-11-03,3802455,67,1521975,70,197940,60,178498,62,28364,91,941513,100,7676,45,Thursday,7222843,0.526448518955763
2022-11-04,3586358,64,1459619,67,180084,55,161378,56,27340,88,975347,103,6813,40,Friday,6847058,0.5237808705578366
2022-11-05,2449943,78,918127,70,96845,84,110793,73,16790,99,940206,103,2628,76,Saturday,4493835,0.5451786725591838
2022-11-06,2116063,84,648085,65,92648,98,94517,91,13926,74,779295,95,3122,102,Sunday,3599398,0.5878935866497675
2022-11-07,3456868,61,1478731,68,190295,57,168401,59,26193,84,901997,96,7365,43,Monday,6773026,0.5103875284104918
2022-11-08,3431700,61,1356894,62,201028,61,183142,64,25939,83,888462,94,6463,38,Tuesday,6529658,0.5255558560647433
2022-11-09,3772030,67,1517250,69,199030,61,180581,63,28589,92,921392,98,7722,45,Wednesday,7186141,0.5249034217391504
2022-11-10,3802230,67,1516812,69,203722,62,180584,63,28385,91,976695,104,7749,46,Thursday,7220160,0.5266129836457918
2022-11-11,2994708,119,1077574,108,172756,183,154511,148,20634,110,870209,106,4558,149,Friday,5477123,0.5467666145164167
2022-11-12,2431419,77,893837,68,94911,82,106101,70,15153,89,889070,98,2262,65,Saturday,4420105,0.5500817288277089
2022-11-13,1794024,71,662034,66,76869,81,76460,73,15544,83,859975,104,1658,54,Sunday,3271421,0.5483928849267642
2022-11-14,3401075,60,1441705,66,181582,55,165573,57,25728,82,889804,94,7135,42,Monday,6631640,0.5128557943434806
2022-11-15,3713627,66,1483782,68,196179,60,182790,64,28155,90,903257,96,7776,46,Tuesday,7060160,0.5259975694601822
2022-11-16,3751773,67,1484607,68,194893,59,179233,63,28574,92,912685,97,7589,45,Wednesday,7095113,0.528782698739259
2022-11-17,3797815,67,1493119,68,193797,59,178147,62,28778,92,962670,102,7633,45,Thursday,7155997,0.5307178021455291
2022-11-18,3539202,63,1412974,65,183576,56,161777,56,27236,87,981421,104,6546,38,Friday,6710503,0.5274123266169466
2022-11-19,2323449,74,864766,66,97654,85,101076,67,16076,95,929687,102,1630,47,Saturday,4251711,0.5464738783986024
2022-11-20,1721187,68,645986,65,74524,79,74870,72,15556,83,830876,101,1079,35,Sunday,3162553,0.544239732899338
2022-11-21,3363626,60,1393031,64,185570,56,166517,57,25766,83,896487,95,7017,41,Monday,6501775,0.5173396495572363
2022-11-22,3548882,63,1447618,66,200264,61,183771,64,27957,90,982740,104,7462,44,Tuesday,6828153,0.5197426009639796
2022-11-23,3263998,57,1358016,62,210438,64,184135,64,25032,80,983719,104,6862,40,Wednesday,6374603,0.5120315727897095
2022-11-24,1382266,55,515903,52,90771,96,90057,87,18369,98,859064,104,2006,65,Thursday,2594900,0.5326856526263054
2022-11-25,2058658,82,842892,85,163354,173,148368,143,12834,68,766290,93,3361,110,Friday,4056164,0.5075381567411968
2022-11-26,1999608,63,781665,59,105304,91,106685,71,12576,74,852829,94,2286,66,Saturday,3774927,0.5297077267984255
2022-11-27,1476228,59,562073,56,79973,85,76680,74,13063,69,814703,99,1408,46,Sunday,2757027,0.5354419815257522
2022-11-28,3265971,57,1397963,64,186710,56,163694,56,24969,80,904337,96,7120,42,Monday,6412301,0.5093290224523147
2022-11-29,3596894,64,1455294,66,192494,59,181370,63,27009,87,891057,94,7510,44,Tuesday,6881346,0.5227020992695325
2022-11-30,3568413,63,1356729,62,189152,57,177367,62,26469,85,857882,91,7204,42,Wednesday,6648390,0.5367334046287898
2022-12-01,3770495,71,1459934,73,181825,57,166856,60,27018,93,931376,105,7538,48,Thursday,7039044,0.5356544155712054
2022-12-02,3600504,67,1395642,70,172860,55,152746,55,27007,93,933219,105,6576,42,Friday,6717394,0.5359971441305958
2022-12-03,2291687,69,760109,60,87730,68,89976,56,15540,90,815868,92,1467,30,Saturday,3989611,0.5744136458416622
2022-12-04,1990479,78,681713,70,81381,76,80173,75,15763,88,804122,101,1266,37,Sunday,3515459,0.5662074283898632
2022-12-05,3481640,65,1429308,71,183238,57,164873,59,26409,91,873767,99,7013,45,Monday,6688367,0.5205515785841297
2022-12-06,3753299,70,1414979,71,195892,62,178862,64,27305,94,878388,99,7447,48,Tuesday,6958011,0.5394212512742507
2022-12-07,3835333,72,1442871,72,194436,62,178345,64,27941,96,899007,101,7526,48,Wednesday,7093856,0.5406556039479797
2022-12-08,3931499,74,1480877,74,192958,61,182314,65,28292,97,948091,107,7541,48,Thursday,7268525,0.5408936476107601
2022-12-09,3710928,69,1386473,69,185104,59,165147,59,26213,90,964167,109,6379,41,Friday,6834125,0.5429997256415415
2022-12-10,2663493,80,869320,69,112142,88,119858,76,16232,94,900034,102,1873,38,Saturday,4634133,0.5747554073221464
2022-12-11,1865579,73,618870,63,77607,73,74273,69,14949,84,777867,98,1103,32,Sunday,3255199,0.5731075120138585
2022-12-12,3466978,65,1384864,69,182973,57,163516,59,25771,88,876300,99,6838,44,Monday,6583195,0.5266406357399409
2022-12-13,3763568,70,1437228,72,197613,63,183214,66,28234,97,908198,103,7570,49,Tuesday,7018851,0.5362085617717202
2022-12-14,3777173,71,1435020,72,196921,62,183484,66,29081,100,940858,106,7400,47,Wednesday,7027618,0.5374755713813699
2022-12-15,3726154,70,1363160,68,191261,61,173709,62,27034,93,931870,105,7001,45,Thursday,6817444,0.5465617319335516
2022-12-16,3270016,61,1221634,61,170615,54,151244,54,24074,83,917332,104,5823,37,Friday,6035143,0.5418290834202272
2022-12-17,2577771,78,884283,70,114272,89,123286,78,16788,97,933667,106,2071,42,Saturday,4583895,0.5623538497282333
2022-12-18,1967199,77,668994,68,87146,82,87425,81,16036,90,842911,106,1487,44,Sunday,3479758,0.5653263818920741
2022-12-19,3381411,63,1352455,68,178278,56,159383,56,25529,88,886717,100,6591,42,Monday,6423982,0.5263730502358195
2022-12-20,3586084,67,1398728,70,191991,61,173346,62,27148,93,923333,104,7046,45,Tuesday,6748877,0.5313601062813857
2022-12-21,3563236,67,1393290,70,191684,61,168379,60,28480,98,953676,108,6993,45,Wednesday,6709879,0.5310432572629104
2022-12-22,3187083,60,1269330,63,177675,56,147366,53,25244,87,936662,106,5728,37,Thursday,6050784,0.5267223222643546
2022-12-23,2738016,51,1057686,53,163716,52,138857,50,20359,70,812831,92,4523,28,Friday,5155961,0.5310389275636491
2022-12-24,1411469,43,497129,39,61701,48,60373,38,12759,74,746316,84,1304,26,Saturday,2527801,0.5583782109430291
2022-12-25,1008452,40,321245,33,51896,49,47454,44,13709,77,730783,92,1005,30,Sunday,1750292,0.5761621489442904
2022-12-26,1812842,71,644828,66,87401,82,89137,83,9327,52,764686,96,2214,65,Monday,3279036,0.5528582180860473
2022-12-27,2729514,51,1027687,51,178880,56,156503,56,21363,73,881989,100,5228,34,Tuesday,5120271,0.5330799873678561
2022-12-28,2947028,55,1088279,54,182226,57,163499,59,23571,81,891790,101,5407,35,Wednesday,5469311,0.5388298452949558
2022-12-29,3039432,56,1099513,55,189075,60,167129,60,23200,80,916565,103,5597,36,Thursday,5594662,0.543273570414084
2022-12-30,3063480,56,1087122,54,193989,61,176215,63,22951,79,926881,105,5338,34,Friday,5607928,0.5462766283732602
2022-12-31,1927101,57,651474,51,81590,64,81198,52,14090,82,686434,78,1847,37,Saturday,3392837,0.5679910352309882
2023-01-01,1675507,80,475226,52,67722,82,66309,73,11476,85,737533,108,1771,65,Sunday,2759990,0.6070699531520042
2023-01-02,1938154,93,739507,81,76247,92,72403,80,10136,75,692984,102,2671,98,Monday,3565818,0.5435369948774728
2023-01-03,3175777,62,1268913,62,179109,59,167136,62,24868,88,815532,94,6853,42,Tuesday,6059848,0.5240687555199405
2023-01-04,3413052,66,1391449,68,182834,61,170847,63,26848,95,839120,97,7282,44,Wednesday,6549631,0.5211059981852413
2023-01-05,3428520,67,1378698,67,175278,57,166642,62,26808,95,859218,99,7042,43,Thursday,6527836,0.5252154006320011
2023-01-06,3229858,63,1319595,64,161259,53,142524,53,25824,91,873654,101,6050,37,Friday,6172831,0.5232377170215741
2023-01-07,2116138,78,806981,67,87215,90,85244,66,14828,102,808570,106,2297,56,Saturday,3902559,0.5422436918954973
2023-01-08,1610764,77,628612,68,68647,83,64893,72,15157,112,739656,108,1529,56,Sunday,3001528,0.5366480006183517
2023-01-09,3145743,61,1353638,66,173594,56,157335,57,24923,88,829372,95,6629,40,Monday,6183948,0.5086949308111905
2023-01-10,3469177,67,1412543,69,196817,65,179530,67,27309,97,859974,99,7414,45,Tuesday,6670610,0.5200689292283615
2023-01-11,3508962,68,1421914,69,188904,63,174349,65,27991,99,864282,99,7166,44,Wednesday,6716043,0.5224746178665026
2023-01-12,3472709,68,1364715,67,188850,62,168701,63,27119,96,881579,101,7150,44,Thursday,6559690,0.5294013893949256
2023-01-13,3270020,64,1345748,66,167475,55,147885,55,26085,92,922864,106,6042,37,Friday,6276876,0.5209629758497698
2023-01-14,2072387,77,785952,66,84718,87,83565,64,15407,106,817979,107,2059,50,Saturday,3812574,0.543566367498703
2023-01-15,1705804,82,621041,68,72479,88,70493,78,15198,112,757778,111,1510,55,Sunday,3090858,0.5518868870714863
2023-01-16,2172218,104,884152,96,82416,100,75892,84,14617,108,812347,119,3140,114,Monday,4098830,0.5299605009234343
2023-01-17,3451604,67,1399573,68,193345,64,183674,68,27214,96,870650,100,7492,46,Tuesday,6627769,0.5207791641501084
2023-01-18,3603344,70,1449590,71,198264,66,182209,68,29223,103,877542,101,7488,46,Wednesday,6882997,0.5235138123698151
2023-01-19,3492226,68,1327804,65,179752,59,170122,63,26737,95,862336,99,6925,42,Thursday,6497708,0.5374550533819002
2023-01-20,3375887,66,1383181,68,173943,57,150003,56,26548,94,915022,105,6192,38,Friday,6466195,0.5220824611692039
2023-01-21,2137169,79,823236,69,88435,91,84763,65,15580,107,826850,108,2058,50,Saturday,3956839,0.5401202828823715
2023-01-22,1593386,76,611151,67,64883,78,61728,68,14721,109,744230,109,1479,54,Sunday,2942299,0.5415445541054801
2023-01-23,3135214,61,1281037,63,172927,56,155439,57,25087,89,809261,93,6210,38,Monday,6025654,0.5203109903091017
2023-01-24,3566756,69,1410676,69,196319,65,182127,68,27701,98,863886,99,7335,45,Tuesday,6766554,0.5271155746337057
2023-01-25,3511071,68,1342717,66,188247,62,171748,64,26738,95,815210,94,6937,42,Wednesday,6556500,0.5355099519560741
2023-01-26,3629029,71,1408545,69,190219,63,173696,65,27061,96,890830,103,7093,43,Thursday,6810034,0.532894402583012
2023-01-27,3335372,65,1341589,66,178881,59,149763,56,26826,95,920095,106,6051,37,Friday,6347194,0.5254876406802754
2023-01-28,2248107,83,861680,72,98609,101,89845,69,15577,107,841863,110,2333,56,Saturday,4159921,0.540420599333497
2023-01-29,1637398,78,647923,71,73109,88,65422,72,15371,113,764625,112,1694,62,Sunday,3071775,0.5330462029282743
2023-01-30,3223530,63,1371537,67,180476,60,159176,59,25676,91,850406,98,6624,40,Monday,6306256,0.5111638347697905
2023-01-31,3654404,71,1365926,67,198755,66,183484,68,27308,97,852930,98,7593,46,Tuesday,6768495,0.5399138213147827
2023-02-01,3682758,68,1460146,68,184043,61,169846,63,28492,97,868518,98,7588,47,Wednesday,6956939,0.5293647105429558
2023-02-02,3699932,68,1478477,69,187799,62,169864,63,27917,95,894790,101,7457,46,Thursday,7014549,0.5274654150965372
2023-02-03,3189550,59,1246821,57,158579,52,135908,50,26238,89,887417,100,5819,36,Friday,5977679,0.5335766607741901
2023-02-04,1742435,61,598818,47,69433,74,64032,49,13439,83,737000,89,1555,36,Saturday,3073536,0.566915435511411
2023-02-05,1625375,74,650623,67,69379,89,62639,69,15413,91,758529,101,1522,54,Sunday,3058639,0.5314046541615405
2023-02-06,3372445,62,1431232,67,181320,60,157813,59,26639,91,849008,96,7068,44,Monday,6574042,0.5129941366361821
2023-02-07,3738539,69,1491417,69,201438,67,183389,68,28688,97,867827,98,7736,48,Tuesday,7106200,0.526095381497847
2023-02-08,3780682,70,1513135,70,197370,65,180852,67,29653,101,884755,100,7647,47,Wednesday,7185174,0.5261782108547406
2023-02-09,3754859,69,1462622,68,193326,64,172507,64,28515,97,909007,103,7403,46,Thursday,7045936,0.5329113122798731
2023-02-10,3539529,65,1422781,66,179637,59,154760,56,28094,95,947991,107,6477,40,Friday,6719488,0.5267557587720969
2023-02-11,2333625,81,865782,68,94434,101,88281,67,16638,102,865505,104,1615,38,Saturday,4247904,0.5493591663088432
2023-02-12,1746099,80,659496,68,67457,86,63383,69,16305,97,749533,99,1227,44,Sunday,3195931,0.5463506565066643
2023-02-13,3303337,61,1381524,64,180002,59,159741,59,25900,88,854394,97,6188,38,Monday,6406128,0.5156526688196053
2023-02-14,3812943,70,1480867,69,200327,66,179811,67,29001,99,897813,102,7557,47,Tuesday,7154815,0.5329198588642753
2023-02-15,3762817,69,1499155,70,197344,65,181992,68,29119,99,904926,102,7491,46,Wednesday,7140463,0.5269710101431798
2023-02-16,3683782,68,1461093,68,189802,63,172189,64,28364,96,915758,104,7318,45,Thursday,6967959,0.5286744655070444
2023-02-17,3253165,60,1315466,61,172113,56,150151,56,26759,91,936689,106,5892,36,Friday,6206361,0.5241662545894447
2023-02-18,2271106,79,822505,65,91478,98,93213,71,15612,96,860646,103,1266,30,Saturday,4100807,0.5538192848383258
2023-02-19,1824136,83,639980,66,75448,97,75064,82,16165,96,784650,104,959,34,Sunday,3254608,0.5604779438875588
2023-02-20,2238557,102,929439,95,90371,115,79984,88,14818,88,809578,107,1547,55,Monday,4267790,0.5245236996197095
2023-02-21,3325542,61,1273578,59,194967,64,174283,65,27224,93,864047,98,6525,40,Tuesday,6241948,0.5327731022430818
2023-02-22,3454362,64,1305744,61,193753,64,171187,64,27895,95,869960,98,6538,40,Wednesday,6430790,0.5371598201776142
2023-02-23,3498367,64,1328927,62,188438,62,167193,62,27336,93,906322,103,6695,41,Thursday,6511852,0.5372307294453252
2023-02-24,3246699,60,1246797,57,179793,59,153058,56,26077,89,928057,105,5551,34,Friday,6073144,0.5345993771924393
2023-02-25,2043635,71,800947,63,86403,92,81742,62,15461,95,831613,100,1396,33,Saturday,3813674,0.535870396892865
2023-02-26,1625191,74,676041,69,74226,95,67702,74,15891,94,807475,107,1095,39,Sunday,3119201,0.5210279812041609
2023-02-27,3337916,62,1423292,66,180277,60,160346,60,26730,91,854625,97,6752,42,Monday,6525123,0.5115483646821677
2023-02-28,3412079,63,1349173,63,177532,59,139326,52,26116,89,751643,85,6690,41,Tuesday,6427283,0.5308742434400352
2023-03-01,3780713,68,1511792,67,192142,61,176661,64,29449,99,901530,98,7403,46,Wednesday,7173100,0.5270682131853731
2023-03-02,3765925,68,1493623,67,195243,62,176678,64,28978,97,934427,101,7434,47,Thursday,7125092,0.5285440524838135
2023-03-03,3481830,63,1417670,63,172623,55,150603,55,27298,92,933992,101,6167,39,Friday,6640396,0.5243407170295266
2023-03-04,2173217,71,870341,65,96720,90,84352,62,16263,96,844751,97,1449,28,Saturday,4094971,0.530703880442621
2023-03-05,1772121,77,712408,72,81079,93,72918,77,16956,96,831376,103,1215,39,Sunday,3350934,0.528843898447418
2023-03-06,3427019,62,1460599,65,185896,59,163314,59,27550,93,875696,95,6849,43,Monday,6697427,0.5116918780898994
2023-03-07,3773780,68,1490272,66,205559,66,186615,68,28417,96,887227,96,7607,48,Tuesday,7146498,0.5280600372378191
2023-03-08,3842861,69,1514182,68,203258,65,186940,68,30476,102,918426,100,7452,47,Wednesday,7261423,0.5292159677242325
2023-03-09,3827656,69,1515155,68,201711,64,186197,68,29847,100,944406,102,7211,45,Thursday,7245874,0.5282531824318226
2023-03-10,3502339,63,1408909,63,182873,57,160550,57,28209,95,964271,105,6135,38,Friday,6663580,0.5255942001146531
2023-03-11,2230530,73,821990,62,78979,73,88667,65,15493,91,842108,97,1796,35,Saturday,4042156,0.5518169016732655
2023-03-12,1773585,77,686039,69,75970,88,70403,75,16644,94,832873,103,1547,49,Sunday,3292036,0.5387501837768481
2023-03-13,3352388,60,1377045,61,179787,56,157310,56,26027,88,852961,93,6358,40,Monday,6443575,0.5202683293047726
2023-03-14,3577250,64,1360497,61,189402,60,159031,57,26262,88,775384,84,6866,43,Tuesday,6646677,0.5382012695968226
2023-03-15,3912366,70,1493605,67,205092,65,187128,68,29687,100,916918,100,7473,47,Wednesday,7291796,0.5365435346792478
2023-03-16,3949788,71,1522248,68,209838,67,187573,68,30151,101,976134,106,7562,47,Thursday,7391695,0.5343548401280085
2023-03-17,3661519,66,1408472,63,199191,64,171443,62,28094,94,965113,105,6790,43,Friday,6849097,0.5345987945564211
2023-03-18,2417873,79,921569,69,102021,95,101788,75,16828,99,924274,106,1839,36,Saturday,4464820,0.5415387406435198
2023-03-19,1894476,83,661736,67,82032,95,72936,77,16471,93,880371,109,1247,40,Sunday,3372916,0.5616730449261114
2023-03-20,3442589,62,1444823,64,191367,61,167256,61,26951,91,896248,97,6895,43,Monday,6690858,0.5145213065349765
2023-03-21,3801084,68,1511670,67,213026,68,189925,69,29466,99,918684,100,7850,49,Tuesday,7227375,0.525928708556011
2023-03-22,3797399,68,1509096,67,202826,65,184321,67,29999,101,920292,100,7589,48,Wednesday,7202738,0.5272160392339691
2023-03-23,3774396,68,1466839,65,200870,64,177877,65,29189,98,934634,101,7208,45,Thursday,7086821,0.5325936692912097
2023-03-24,3534300,63,1420346,63,188352,60,159574,57,27883,94,959147,104,6133,38,Friday,6722918,0.525709223286674
2023-03-25,2153554,70,784068,59,89101,83,82702,61,15556,92,830547,95,1765,35,Saturday,3893493,0.55311618641667
2023-03-26,1939984,85,724870,73,83054,96,81819,87,16878,96,871824,108,1648,52,Sunday,3554597,0.5457676355434948
2023-03-27,3397258,61,1426226,64,192461,61,166543,60,26394,89,885237,96,6675,42,Monday,6608714,0.5140573491302544
2023-03-28,3765920,68,1490842,67,207837,66,189294,69,28923,97,894984,97,7541,47,Tuesday,7144735,0.5270902279790644
2023-03-29,3872948,70,1521968,68,208736,67,187520,68,29771,100,922903,100,7825,49,Wednesday,7313140,0.5295875643020646
2023-03-30,3860289,69,1486845,66,200601,64,187344,68,29363,99,957635,104,7512,47,Thursday,7221924,0.5345236255601693
2023-03-31,3573735,64,1423686,64,184342,59,158879,57,28599,96,977962,106,6426,40,Friday,6764328,0.5283207733273727
